Year,State,Citizen Category,Ethnic Group,Value in Thousands
2003,KELANTAN,Total of employed,n.a,475.7
2003,KELANTAN,Malaysian citizens,Total Malaysian citizens,455.6
2003,KELANTAN,Malaysian citizens,Bumiputera,428.8
2003,KELANTAN,Malaysian citizens,Chinese,21.4
2003,KELANTAN,Malaysian citizens,Indians,1
2003,KELANTAN,Malaysian citizens,Others,4.4
2003,KELANTAN,Non Malaysian citizens,n.a,20
2003,MELAKA,Total of employed,n.a,272.7
2003,MELAKA,Malaysian citizens,Total Malaysian citizens,252.6
2003,MELAKA,Malaysian citizens,Bumiputera,154.1
2003,MELAKA,Malaysian citizens,Chinese,77.1
2003,MELAKA,Malaysian citizens,Indians,19.3
2003,MELAKA,Malaysian citizens,Others,2.1
2003,MELAKA,Non Malaysian citizens,n.a,20.2
2003,N.SEMBILAN,Total of employed,n.a,340
2003,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,318.4
2003,N.SEMBILAN,Malaysian citizens,Bumiputera,169.5
2003,N.SEMBILAN,Malaysian citizens,Chinese,84.6
2003,N.SEMBILAN,Malaysian citizens,Indians,63.1
2003,N.SEMBILAN,Malaysian citizens,Others,1.2
2003,N.SEMBILAN,Non Malaysian citizens,n.a,21.6
2003,PAHANG,Total of employed,n.a,460
2003,PAHANG,Malaysian citizens,Total Malaysian citizens,417.3
2003,PAHANG,Malaysian citizens,Bumiputera,309.4
2003,PAHANG,Malaysian citizens,Chinese,82.2
2003,PAHANG,Malaysian citizens,Indians,20.3
2003,PAHANG,Malaysian citizens,Others,5.4
2003,PAHANG,Non Malaysian citizens,n.a,42.7
2003,P.PINANG,Total of employed,n.a,674.4
2003,P.PINANG,Malaysian citizens,Total Malaysian citizens,628.8
2003,P.PINANG,Malaysian citizens,Bumiputera,239.3
2003,P.PINANG,Malaysian citizens,Chinese,318.5
2003,P.PINANG,Malaysian citizens,Indians,67.3
2003,P.PINANG,Malaysian citizens,Others,3.6
2003,P.PINANG,Non Malaysian citizens,n.a,45.6
2003,PERAK,Total of employed,n.a,734.6
2003,PERAK,Malaysian citizens,Total Malaysian citizens,711.3
2003,PERAK,Malaysian citizens,Bumiputera,361.5
2003,PERAK,Malaysian citizens,Chinese,244.1
2003,PERAK,Malaysian citizens,Indians,103.3
2003,PERAK,Malaysian citizens,Others,2.4
2003,PERAK,Non Malaysian citizens,n.a,23.4
2003,PERLIS,Total of employed,n.a,76.6
2003,PERLIS,Malaysian citizens,Total Malaysian citizens,74.8
2003,PERLIS,Malaysian citizens,Bumiputera,62.1
2003,PERLIS,Malaysian citizens,Chinese,9
2003,PERLIS,Malaysian citizens,Indians,0.9
2003,PERLIS,Malaysian citizens,Others,2.9
2003,PERLIS,Non Malaysian citizens,n.a,1.8
2003,SELANGOR,Total of employed,n.a,1834.2
2003,SELANGOR,Malaysian citizens,Total Malaysian citizens,1675.7
2003,SELANGOR,Malaysian citizens,Bumiputera,917.5
2003,SELANGOR,Malaysian citizens,Chinese,510.1
2003,SELANGOR,Malaysian citizens,Indians,235.1
2003,SELANGOR,Malaysian citizens,Others,13.1
2003,SELANGOR,Non Malaysian citizens,n.a,158.5
2003,TERENGGANU,Total of employed,n.a,344.9
2003,TERENGGANU,Malaysian citizens,Total Malaysian citizens,329.7
2003,TERENGGANU,Malaysian citizens,Bumiputera,313.9
2003,TERENGGANU,Malaysian citizens,Chinese,13.2
2003,TERENGGANU,Malaysian citizens,Indians,0.5
2003,TERENGGANU,Malaysian citizens,Others,2.1
2003,TERENGGANU,Non Malaysian citizens,n.a,15.2
2003,SABAH,Total of employed,n.a,1073.1
2003,SABAH,Malaysian citizens,Total Malaysian citizens,746.3
2003,SABAH,Malaysian citizens,Bumiputera,581.2
2003,SABAH,Malaysian citizens,Chinese,118.6
2003,SABAH,Malaysian citizens,Indians,17.1
2003,SABAH,Malaysian citizens,Others,29
2003,SABAH,Non Malaysian citizens,n.a,326.8
2003,SARAWAK,Total of employed,n.a,909.9
2003,SARAWAK,Malaysian citizens,Total Malaysian citizens,856.4
2003,SARAWAK,Malaysian citizens,Bumiputera,613.8
2003,SARAWAK,Malaysian citizens,Chinese,239.2
2003,SARAWAK,Malaysian citizens,Indians,1.2
2003,SARAWAK,Malaysian citizens,Others,2.2
2003,SARAWAK,Non Malaysian citizens,n.a,53.5
2003,W.P.KUALA LUMPUR,Total of employed,n.a,715.1
2003,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,642.9
2003,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,279.7
2003,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,291
2003,W.P.KUALA LUMPUR,Malaysian citizens,Indians,68.9
2003,W.P.KUALA LUMPUR,Malaysian citizens,Others,3.4
2003,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,72.2
2003,W.P.LABUAN,Total of employed,n.a,31.8
2003,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,24.4
2003,W.P.LABUAN,Malaysian citizens,Bumiputera,19.2
2003,W.P.LABUAN,Malaysian citizens,Chinese,4.7
2003,W.P.LABUAN,Malaysian citizens,Indians,0.2
2003,W.P.LABUAN,Malaysian citizens,Others,0.2
2003,W.P.LABUAN,Non Malaysian citizens,n.a,7.4
2002,MALAYSIA,Total of employed,n.a,9542.6
2002,MALAYSIA,Malaysian citizens,Total Malaysian citizens,8612.6
2002,MALAYSIA,Malaysian citizens,Bumiputera,5348.6
2002,MALAYSIA,Malaysian citizens,Chinese,2462.7
2002,MALAYSIA,Malaysian citizens,Indians,716.8
2002,MALAYSIA,Malaysian citizens,Others,84.6
2002,MALAYSIA,Non Malaysian citizens,n.a,930
2002,JOHOR,Total of employed,n.a,1222.3
2002,JOHOR,Malaysian citizens,Total Malaysian citizens,1100.9
2002,JOHOR,Malaysian citizens,Bumiputera,669.4
2002,JOHOR,Malaysian citizens,Chinese,359.2
2002,JOHOR,Malaysian citizens,Indians,70.1
2002,JOHOR,Malaysian citizens,Others,2.3
2002,JOHOR,Non Malaysian citizens,n.a,121.4
2002,KEDAH,Total of employed,n.a,645.1
2002,KEDAH,Malaysian citizens,Total Malaysian citizens,623.7
2002,KEDAH,Malaysian citizens,Bumiputera,452.3
2002,KEDAH,Malaysian citizens,Chinese,98
2002,KEDAH,Malaysian citizens,Indians,55.2
2002,KEDAH,Malaysian citizens,Others,18.3
2002,KEDAH,Non Malaysian citizens,n.a,21.4
2002,KELANTAN,Total of employed,n.a,422.7
2002,KELANTAN,Malaysian citizens,Total Malaysian citizens,407.7
2002,KELANTAN,Malaysian citizens,Bumiputera,381.2
2002,KELANTAN,Malaysian citizens,Chinese,20
2002,KELANTAN,Malaysian citizens,Indians,1.8
2002,KELANTAN,Malaysian citizens,Others,4.6
2002,KELANTAN,Non Malaysian citizens,n.a,15
2002,MELAKA,Total of employed,n.a,229.3
2002,MELAKA,Malaysian citizens,Total Malaysian citizens,220.4
2002,MELAKA,Malaysian citizens,Bumiputera,134.5
2002,MELAKA,Malaysian citizens,Chinese,70.2
2002,MELAKA,Malaysian citizens,Indians,14.9
2002,MELAKA,Malaysian citizens,Others,0.8
2002,MELAKA,Non Malaysian citizens,n.a,8.9
2002,N.SEMBILAN,Total of employed,n.a,324.8
2002,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,301.9
2002,N.SEMBILAN,Malaysian citizens,Bumiputera,169.3
2002,N.SEMBILAN,Malaysian citizens,Chinese,78.8
2002,N.SEMBILAN,Malaysian citizens,Indians,53.1
2002,N.SEMBILAN,Malaysian citizens,Others,0.7
2002,N.SEMBILAN,Non Malaysian citizens,n.a,22.9
2002,PAHANG,Total of employed,n.a,406.9
2002,PAHANG,Malaysian citizens,Total Malaysian citizens,362.2
2002,PAHANG,Malaysian citizens,Bumiputera,272
2002,PAHANG,Malaysian citizens,Chinese,71.6
2002,PAHANG,Malaysian citizens,Indians,17.4
2002,PAHANG,Malaysian citizens,Others,1.2
2002,PAHANG,Non Malaysian citizens,n.a,44.8
2002,P.PINANG,Total of employed,n.a,643.1
2002,P.PINANG,Malaysian citizens,Total Malaysian citizens,589.7
2002,P.PINANG,Malaysian citizens,Bumiputera,222.4
2002,P.PINANG,Malaysian citizens,Chinese,292.8
2002,P.PINANG,Malaysian citizens,Indians,71.1
2002,P.PINANG,Malaysian citizens,Others,3.4
2002,P.PINANG,Non Malaysian citizens,n.a,53.4
2002,PERAK,Total of employed,n.a,788.3
2002,PERAK,Malaysian citizens,Total Malaysian citizens,753.7
2002,PERAK,Malaysian citizens,Bumiputera,392.2
2002,PERAK,Malaysian citizens,Chinese,248.9
2002,PERAK,Malaysian citizens,Indians,110
2002,PERAK,Malaysian citizens,Others,2.7
2002,PERAK,Non Malaysian citizens,n.a,34.6
2002,PERLIS,Total of employed,n.a,57
2002,PERLIS,Malaysian citizens,Total Malaysian citizens,56
2002,PERLIS,Malaysian citizens,Bumiputera,46.2
2002,PERLIS,Malaysian citizens,Chinese,5.8
2002,PERLIS,Malaysian citizens,Indians,0.6
2002,PERLIS,Malaysian citizens,Others,3.4
2002,PERLIS,Non Malaysian citizens,n.a,0.9
2002,SELANGOR,Total of employed,n.a,1749.9
2002,SELANGOR,Malaysian citizens,Total Malaysian citizens,1593.6
2002,SELANGOR,Malaysian citizens,Bumiputera,829.2
2002,SELANGOR,Malaysian citizens,Chinese,538.7
2002,SELANGOR,Malaysian citizens,Indians,214
2002,SELANGOR,Malaysian citizens,Others,11.7
2002,SELANGOR,Non Malaysian citizens,n.a,156.3
2002,TERENGGANU,Total of employed,n.a,279.6
2002,TERENGGANU,Malaysian citizens,Total Malaysian citizens,272.4
2002,TERENGGANU,Malaysian citizens,Bumiputera,258.5
2002,TERENGGANU,Malaysian citizens,Chinese,10.6
2002,TERENGGANU,Malaysian citizens,Indians,0.4
2002,TERENGGANU,Malaysian citizens,Others,3
2002,TERENGGANU,Non Malaysian citizens,n.a,7.2
2002,SABAH,Total of employed,n.a,1028.8
2002,SABAH,Malaysian citizens,Total Malaysian citizens,728.9
2002,SABAH,Malaysian citizens,Bumiputera,567
2002,SABAH,Malaysian citizens,Chinese,116.8
2002,SABAH,Malaysian citizens,Indians,21.3
2002,SABAH,Malaysian citizens,Others,23.7
2002,SABAH,Non Malaysian citizens,n.a,299.9
2002,SARAWAK,Total of employed,n.a,917.7
2002,SARAWAK,Malaysian citizens,Total Malaysian citizens,864.3
2002,SARAWAK,Malaysian citizens,Bumiputera,632.2
2002,SARAWAK,Malaysian citizens,Chinese,228.9
2002,SARAWAK,Malaysian citizens,Indians,0.8
2002,SARAWAK,Malaysian citizens,Others,2.3
2002,SARAWAK,Non Malaysian citizens,n.a,53.4
2002,W.P.KUALA LUMPUR,Total of employed,n.a,794.1
2002,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,710.9
2002,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,303.5
2002,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,318
2002,W.P.KUALA LUMPUR,Malaysian citizens,Indians,84.1
2002,W.P.KUALA LUMPUR,Malaysian citizens,Others,5.3
2002,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,83.2
2002,W.P.LABUAN,Total of employed,n.a,32.9
2002,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,26.2
2002,W.P.LABUAN,Malaysian citizens,Bumiputera,18.6
2002,W.P.LABUAN,Malaysian citizens,Chinese,4.3
2002,W.P.LABUAN,Malaysian citizens,Indians,2
2002,W.P.LABUAN,Malaysian citizens,Others,1.3
2002,W.P.LABUAN,Non Malaysian citizens,n.a,6.7
2001,MALAYSIA,Total of employed,n.a,9357
2001,MALAYSIA,Malaysian citizens,Total Malaysian citizens,8448.2
2001,MALAYSIA,Malaysian citizens,Bumiputera,5230.8
2001,MALAYSIA,Malaysian citizens,Chinese,2431.7
2001,MALAYSIA,Malaysian citizens,Indians,697.9
2001,MALAYSIA,Malaysian citizens,Others,87.8
2001,MALAYSIA,Non Malaysian citizens,n.a,908.8
2001,JOHOR,Total of employed,n.a,1235.9
2001,JOHOR,Malaysian citizens,Total Malaysian citizens,1111.7
2001,JOHOR,Malaysian citizens,Bumiputera,634.1
2001,JOHOR,Malaysian citizens,Chinese,387.4
2001,JOHOR,Malaysian citizens,Indians,86.1
2001,JOHOR,Malaysian citizens,Others,4
2001,JOHOR,Non Malaysian citizens,n.a,124.2
2001,KEDAH,Total of employed,n.a,701.1
2001,KEDAH,Malaysian citizens,Total Malaysian citizens,677.9
2001,KEDAH,Malaysian citizens,Bumiputera,500
2001,KEDAH,Malaysian citizens,Chinese,103.2
2001,KEDAH,Malaysian citizens,Indians,63.3
2001,KEDAH,Malaysian citizens,Others,11.4
2001,KEDAH,Non Malaysian citizens,n.a,23.2
2001,KELANTAN,Total of employed,n.a,434.3
2001,KELANTAN,Malaysian citizens,Total Malaysian citizens,418.6
2001,KELANTAN,Malaysian citizens,Bumiputera,385.3
2001,KELANTAN,Malaysian citizens,Chinese,21.1
2001,KELANTAN,Malaysian citizens,Indians,0.9
2001,KELANTAN,Malaysian citizens,Others,11.3
2001,KELANTAN,Non Malaysian citizens,n.a,15.7
2001,MELAKA,Total of employed,n.a,267.7
2001,MELAKA,Malaysian citizens,Total Malaysian citizens,252.4
2001,MELAKA,Malaysian citizens,Bumiputera,149
2001,MELAKA,Malaysian citizens,Chinese,85.1
2001,MELAKA,Malaysian citizens,Indians,17.6
2001,MELAKA,Malaysian citizens,Others,0.7
2001,MELAKA,Non Malaysian citizens,n.a,15.3
2001,N.SEMBILAN,Total of employed,n.a,351.3
2001,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,330.5
2001,N.SEMBILAN,Malaysian citizens,Bumiputera,183
2001,N.SEMBILAN,Malaysian citizens,Chinese,87.7
2001,N.SEMBILAN,Malaysian citizens,Indians,59.2
2001,N.SEMBILAN,Malaysian citizens,Others,0.6
2001,N.SEMBILAN,Non Malaysian citizens,n.a,20.8
2001,PAHANG,Total of employed,n.a,437.4
2001,PAHANG,Malaysian citizens,Total Malaysian citizens,395.5
2001,PAHANG,Malaysian citizens,Bumiputera,282.3
2001,PAHANG,Malaysian citizens,Chinese,86.2
2001,PAHANG,Malaysian citizens,Indians,25.7
2001,PAHANG,Malaysian citizens,Others,1.3
2001,PAHANG,Non Malaysian citizens,n.a,42.2
2001,P.PINANG,Total of employed,n.a,714.9
2001,P.PINANG,Malaysian citizens,Total Malaysian citizens,644.3
2001,P.PINANG,Malaysian citizens,Bumiputera,266.4
2001,P.PINANG,Malaysian citizens,Chinese,306.6
2001,P.PINANG,Malaysian citizens,Indians,69.3
2001,P.PINANG,Malaysian citizens,Others,2.1
2001,P.PINANG,Non Malaysian citizens,n.a,70.6
2001,PERAK,Total of employed,n.a,730.7
2001,PERAK,Malaysian citizens,Total Malaysian citizens,704
2001,PERAK,Malaysian citizens,Bumiputera,359.5
2001,PERAK,Malaysian citizens,Chinese,241.2
2001,PERAK,Malaysian citizens,Indians,99.7
2001,PERAK,Malaysian citizens,Others,3.6
2001,PERAK,Non Malaysian citizens,n.a,26.7
2001,PERLIS,Total of employed,n.a,82.9
2001,PERLIS,Malaysian citizens,Total Malaysian citizens,81.7
2001,PERLIS,Malaysian citizens,Bumiputera,67.8
2001,PERLIS,Malaysian citizens,Chinese,9.1
2001,PERLIS,Malaysian citizens,Indians,1
2001,PERLIS,Malaysian citizens,Others,3.8
2001,PERLIS,Non Malaysian citizens,n.a,1.1
2001,SELANGOR,Total of employed,n.a,1514.7
2001,SELANGOR,Malaysian citizens,Total Malaysian citizens,1367
2001,SELANGOR,Malaysian citizens,Bumiputera,718.6
2001,SELANGOR,Malaysian citizens,Chinese,453.3
2001,SELANGOR,Malaysian citizens,Indians,189.2
2001,SELANGOR,Malaysian citizens,Others,5.9
2001,SELANGOR,Non Malaysian citizens,n.a,147.7
2001,TERENGGANU,Total of employed,n.a,298.6
2001,TERENGGANU,Malaysian citizens,Total Malaysian citizens,290.3
2001,TERENGGANU,Malaysian citizens,Bumiputera,277
2001,TERENGGANU,Malaysian citizens,Chinese,10.1
2001,TERENGGANU,Malaysian citizens,Indians,0.8
2001,TERENGGANU,Malaysian citizens,Others,2.3
2001,TERENGGANU,Non Malaysian citizens,n.a,8.3
2001,SABAH,Total of employed,n.a,979.1
2001,SABAH,Malaysian citizens,Total Malaysian citizens,691.7
2001,SABAH,Malaysian citizens,Bumiputera,538.9
2001,SABAH,Malaysian citizens,Chinese,112.2
2001,SABAH,Malaysian citizens,Indians,6.5
2001,SABAH,Malaysian citizens,Others,34.1
2001,SABAH,Non Malaysian citizens,n.a,287.3
2001,SARAWAK,Total of employed,n.a,877.4
2001,SARAWAK,Malaysian citizens,Total Malaysian citizens,827.3
2001,SARAWAK,Malaysian citizens,Bumiputera,592.1
2001,SARAWAK,Malaysian citizens,Chinese,232
2001,SARAWAK,Malaysian citizens,Indians,1.1
2001,SARAWAK,Malaysian citizens,Others,2.1
2001,SARAWAK,Non Malaysian citizens,n.a,50.1
2001,W.P.KUALA LUMPUR,Total of employed,n.a,703.7
2001,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,634.4
2001,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,260.8
2001,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,292.2
2001,W.P.KUALA LUMPUR,Malaysian citizens,Indians,77.3
2001,W.P.KUALA LUMPUR,Malaysian citizens,Others,4
2001,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,69.4
2001,W.P.LABUAN,Total of employed,n.a,27.2
2001,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,20.9
2001,W.P.LABUAN,Malaysian citizens,Bumiputera,15.9
2001,W.P.LABUAN,Malaysian citizens,Chinese,4.2
2001,W.P.LABUAN,Malaysian citizens,Indians,0.2
2001,W.P.LABUAN,Malaysian citizens,Others,0.5
2001,W.P.LABUAN,Non Malaysian citizens,n.a,6.3
2000,MALAYSIA,Total of employed,n.a,9269.2
2000,MALAYSIA,Malaysian citizens,Total Malaysian citizens,8337.9
2000,MALAYSIA,Malaysian citizens,Bumiputera,5143.5
2000,MALAYSIA,Malaysian citizens,Chinese,2415.9
2000,MALAYSIA,Malaysian citizens,Indians,683.9
2000,MALAYSIA,Malaysian citizens,Others,94.5
2000,MALAYSIA,Non Malaysian citizens,n.a,931.3
2000,JOHOR,Total of employed,n.a,1195.4
2000,JOHOR,Malaysian citizens,Total Malaysian citizens,1077.2
2000,JOHOR,Malaysian citizens,Bumiputera,622.6
2000,JOHOR,Malaysian citizens,Chinese,362.3
2000,JOHOR,Malaysian citizens,Indians,86.9
2000,JOHOR,Malaysian citizens,Others,5.3
2000,JOHOR,Non Malaysian citizens,n.a,118.3
2000,KEDAH,Total of employed,n.a,626.5
2000,KEDAH,Malaysian citizens,Total Malaysian citizens,611.3
2000,KEDAH,Malaysian citizens,Bumiputera,450.8
2000,KEDAH,Malaysian citizens,Chinese,100.9
2000,KEDAH,Malaysian citizens,Indians,48.2
2000,KEDAH,Malaysian citizens,Others,11.5
2000,KEDAH,Non Malaysian citizens,n.a,15.2
2000,KELANTAN,Total of employed,n.a,425.7
2000,KELANTAN,Malaysian citizens,Total Malaysian citizens,409.6
2000,KELANTAN,Malaysian citizens,Bumiputera,381.3
2000,KELANTAN,Malaysian citizens,Chinese,20.4
2000,KELANTAN,Malaysian citizens,Indians,1.5
2000,KELANTAN,Malaysian citizens,Others,6.5
2000,KELANTAN,Non Malaysian citizens,n.a,16.1
2000,MELAKA,Total of employed,n.a,253.5
2000,MELAKA,Malaysian citizens,Total Malaysian citizens,232.1
2000,MELAKA,Malaysian citizens,Bumiputera,139.6
2000,MELAKA,Malaysian citizens,Chinese,76.4
2000,MELAKA,Malaysian citizens,Indians,13.5
2000,MELAKA,Malaysian citizens,Others,2.7
2000,MELAKA,Non Malaysian citizens,n.a,21.5
2000,N.SEMBILAN,Total of employed,n.a,347.4
2000,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,329.4
2000,N.SEMBILAN,Malaysian citizens,Bumiputera,179.9
2000,N.SEMBILAN,Malaysian citizens,Chinese,91.2
2000,N.SEMBILAN,Malaysian citizens,Indians,58
2000,N.SEMBILAN,Malaysian citizens,Others,0.4
2000,N.SEMBILAN,Non Malaysian citizens,n.a,18
2000,PAHANG,Total of employed,n.a,446.8
2000,PAHANG,Malaysian citizens,Total Malaysian citizens,406.9
2000,PAHANG,Malaysian citizens,Bumiputera,307.9
2000,PAHANG,Malaysian citizens,Chinese,75.6
2000,PAHANG,Malaysian citizens,Indians,19.5
2000,PAHANG,Malaysian citizens,Others,3.9
2000,PAHANG,Non Malaysian citizens,n.a,39.8
2000,P.PINANG,Total of employed,n.a,669.2
2000,P.PINANG,Malaysian citizens,Total Malaysian citizens,597.5
2000,P.PINANG,Malaysian citizens,Bumiputera,240.6
2000,P.PINANG,Malaysian citizens,Chinese,289.2
2000,P.PINANG,Malaysian citizens,Indians,65.9
2000,P.PINANG,Malaysian citizens,Others,1.9
2000,P.PINANG,Non Malaysian citizens,n.a,71.7
2000,PERAK,Total of employed,n.a,744.1
2000,PERAK,Malaysian citizens,Total Malaysian citizens,707.9
2000,PERAK,Malaysian citizens,Bumiputera,368.8
2000,PERAK,Malaysian citizens,Chinese,232.2
2000,PERAK,Malaysian citizens,Indians,105.3
2000,PERAK,Malaysian citizens,Others,1.7
2000,PERAK,Non Malaysian citizens,n.a,36.2
2000,PERLIS,Total of employed,n.a,74.8
2000,PERLIS,Malaysian citizens,Total Malaysian citizens,73.9
2000,PERLIS,Malaysian citizens,Bumiputera,61.8
2000,PERLIS,Malaysian citizens,Chinese,8
2000,PERLIS,Malaysian citizens,Indians,1
2000,PERLIS,Malaysian citizens,Others,3.1
2000,PERLIS,Non Malaysian citizens,n.a,0.9
2000,SELANGOR,Total of employed,n.a,1681.5
2000,SELANGOR,Malaysian citizens,Total Malaysian citizens,1500.8
2000,SELANGOR,Malaysian citizens,Bumiputera,750.5
2000,SELANGOR,Malaysian citizens,Chinese,522
2000,SELANGOR,Malaysian citizens,Indians,213.5
2000,SELANGOR,Malaysian citizens,Others,14.9
2000,SELANGOR,Non Malaysian citizens,n.a,180.6
2000,TERENGGANU,Total of employed,n.a,306
2000,TERENGGANU,Malaysian citizens,Total Malaysian citizens,292.8
2000,TERENGGANU,Malaysian citizens,Bumiputera,280.1
2000,TERENGGANU,Malaysian citizens,Chinese,11.3
2000,TERENGGANU,Malaysian citizens,Indians,0.9
2000,TERENGGANU,Malaysian citizens,Others,0.5
2000,TERENGGANU,Non Malaysian citizens,n.a,13.2
2000,SABAH,Total of employed,n.a,933.8
2000,SABAH,Malaysian citizens,Total Malaysian citizens,658.9
2000,SABAH,Malaysian citizens,Bumiputera,512.9
2000,SABAH,Malaysian citizens,Chinese,108
2000,SABAH,Malaysian citizens,Indians,0.9
2000,SABAH,Malaysian citizens,Others,37.1
2000,SABAH,Non Malaysian citizens,n.a,274.9
2000,SARAWAK,Total of employed,n.a,876.3
2000,SARAWAK,Malaysian citizens,Total Malaysian citizens,826.9
2000,SARAWAK,Malaysian citizens,Bumiputera,592.6
2000,SARAWAK,Malaysian citizens,Chinese,231.2
2000,SARAWAK,Malaysian citizens,Indians,0.6
2000,SARAWAK,Malaysian citizens,Others,2.5
2000,SARAWAK,Non Malaysian citizens,n.a,49.4
2000,W.P.KUALA LUMPUR,Total of employed,n.a,662.8
2000,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,593.3
2000,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,239.6
2000,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,283.5
2000,W.P.KUALA LUMPUR,Malaysian citizens,Indians,68.3
2000,W.P.KUALA LUMPUR,Malaysian citizens,Others,1.9
2000,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,69.5
2000,W.P.LABUAN,Total of employed,n.a,25.4
2000,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,19.2
2000,W.P.LABUAN,Malaysian citizens,Bumiputera,14.5
2000,W.P.LABUAN,Malaysian citizens,Chinese,3.9
2000,W.P.LABUAN,Malaysian citizens,Indians,0.1
2000,W.P.LABUAN,Malaysian citizens,Others,0.7
2000,W.P.LABUAN,Non Malaysian citizens,n.a,6.1
1999,MALAYSIA,Total of employed,n.a,8837.8
1999,MALAYSIA,Malaysian citizens,Total Malaysian citizens,7784.1
1999,MALAYSIA,Malaysian citizens,Bumiputera,4628.6
1999,MALAYSIA,Malaysian citizens,Chinese,2283.3
1999,MALAYSIA,Malaysian citizens,Indians,614.8
1999,MALAYSIA,Malaysian citizens,Others,257.4
1999,MALAYSIA,Non Malaysian citizens,n.a,1053.7
1999,JOHOR,Total of employed,n.a,1029
1999,JOHOR,Malaysian citizens,Total Malaysian citizens,931.8
1999,JOHOR,Malaysian citizens,Bumiputera,510.8
1999,JOHOR,Malaysian citizens,Chinese,342.3
1999,JOHOR,Malaysian citizens,Indians,72.1
1999,JOHOR,Malaysian citizens,Others,6.6
1999,JOHOR,Non Malaysian citizens,n.a,97.2
1999,KEDAH,Total of employed,n.a,678.7
1999,KEDAH,Malaysian citizens,Total Malaysian citizens,665.8
1999,KEDAH,Malaysian citizens,Bumiputera,432.7
1999,KEDAH,Malaysian citizens,Chinese,104
1999,KEDAH,Malaysian citizens,Indians,54
1999,KEDAH,Malaysian citizens,Others,75.1
1999,KEDAH,Non Malaysian citizens,n.a,12.9
1999,KELANTAN,Total of employed,n.a,436.8
1999,KELANTAN,Malaysian citizens,Total Malaysian citizens,413.4
1999,KELANTAN,Malaysian citizens,Bumiputera,370.7
1999,KELANTAN,Malaysian citizens,Chinese,20.6
1999,KELANTAN,Malaysian citizens,Indians,0.8
1999,KELANTAN,Malaysian citizens,Others,21.3
1999,KELANTAN,Non Malaysian citizens,n.a,23.4
1999,MELAKA,Total of employed,n.a,243.1
1999,MELAKA,Malaysian citizens,Total Malaysian citizens,222.9
1999,MELAKA,Malaysian citizens,Bumiputera,128.9
1999,MELAKA,Malaysian citizens,Chinese,73.2
1999,MELAKA,Malaysian citizens,Indians,16.6
1999,MELAKA,Malaysian citizens,Others,4.2
1999,MELAKA,Non Malaysian citizens,n.a,20.3
1999,PAHANG,Total of employed,n.a,384.4
1999,PAHANG,Malaysian citizens,Total Malaysian citizens,347.7
1999,PAHANG,Malaysian citizens,Bumiputera,257.5
1999,PAHANG,Malaysian citizens,Chinese,68.8
1999,PAHANG,Malaysian citizens,Indians,18.2
1999,PAHANG,Malaysian citizens,Others,3.1
1999,PAHANG,Non Malaysian citizens,n.a,36.7
1999,P.PINANG,Total of employed,n.a,602.9
1999,P.PINANG,Malaysian citizens,Total Malaysian citizens,556.1
1999,P.PINANG,Malaysian citizens,Bumiputera,225.7
1999,P.PINANG,Malaysian citizens,Chinese,256.5
1999,P.PINANG,Malaysian citizens,Indians,53.1
1999,P.PINANG,Malaysian citizens,Others,20.8
1999,P.PINANG,Non Malaysian citizens,n.a,46.8
1999,PERAK,Total of employed,n.a,684.5
1999,PERAK,Malaysian citizens,Total Malaysian citizens,654.5
1999,PERAK,Malaysian citizens,Bumiputera,329.6
1999,PERAK,Malaysian citizens,Chinese,220.3
1999,PERAK,Malaysian citizens,Indians,91.5
1999,PERAK,Malaysian citizens,Others,13.2
1999,PERAK,Non Malaysian citizens,n.a,30
1999,PERLIS,Total of employed,n.a,78.5
1999,PERLIS,Malaysian citizens,Total Malaysian citizens,76.8
1999,PERLIS,Malaysian citizens,Bumiputera,59.7
1999,PERLIS,Malaysian citizens,Chinese,9.5
1999,PERLIS,Malaysian citizens,Indians,1.3
1999,PERLIS,Malaysian citizens,Others,6.4
1999,PERLIS,Non Malaysian citizens,n.a,1.7
